,time,strain,stress,true_strain,true_stress,ML,start file num,제일 처음값,,ml더한값,true_stress
0,0,0,-0.003105556,0,-0.003105556,0.00387647,110,51.3987,,51.40257647,-0.003105556
1,0.1,0.000442,0.770945556,0.000441902,0.771286313,-0.038764698,110,,,51.3599353,0.771286313
2,0.2,0.0009885,1.709607778,0.000988012,1.711297725,-0.076797174,110,,,51.32190283,1.711297725
3,0.3,0.0014945,2.407372222,0.001493384,2.41097004,-0.03949692,110,,,51.35920308,2.41097004
4,0.4,0.0019955,3.061658889,0.001993512,3.067768429,0.002067451,110,,,51.40076745,3.067768429
5,0.5,0.002499,3.651071667,0.002495883,3.660195695,-0.007106861,110,,,51.39159314,3.660195695
6,0.6,0.0029975,4.264928333,0.002993016,4.277712456,-0.071327045,110,,,51.32737296,4.277712456
7,0.7,0.003498,5.261426667,0.003491896,5.279831137,-0.057845544,110,,,51.34085446,5.279831137
8,0.8,0.003999,6.857328889,0.003991025,6.884751347,-0.061377439,110,,,51.33732256,6.884751347
9,0.9,0.0044945,8.141183333,0.00448443,8.177773882,-0.084162467,110,,,51.31453753,8.177773882
10,1,0.0049955,9.483089444,0.004983064,9.530462218,-0.041349012,110,,,51.35735099,9.530462218
11,1.1,0.005499,10.88058056,0.005483936,10.94041287,-0.045268553,110,,,51.35343145,10.94041287
12,1.2,0.0059975,12.31198889,0.005979587,12.38583004,-0.049274239,110,,,51.34942576,12.38583004
13,1.3,0.006501,13.85342,0.00647996,13.94348108,-0.050480252,110,,,51.34821975,13.94348108
14,1.4,0.0069965,15.47362167,0.006972138,15.58188286,-0.038721626,110,,,51.35997837,15.58188286
15,1.5,0.0074945,17.32163278,0.007466556,17.45144975,-0.060860576,110,,,51.33783942,17.45144975
16,1.6,0.007998,19.39090889,0.007966186,19.54599738,-0.096524099,110,,,51.3021759,19.54599738
17,1.7,0.008499,21.8445,0.008463087,22.03015641,-0.085626911,110,,,51.31307309,22.03015641
18,1.8,0.009,24.69870444,0.008959741,24.92099278,-0.092776845,110,,,51.30592316,24.92099278
19,1.9,0.009498,27.78761722,0.009453178,28.05154401,-0.113063703,110,,,51.2856363,28.05154401
20,2,0.0099935,30.979235,0.009943895,31.28882598,-0.15156997,110,,,51.24713003,31.28882598
21,2.1,0.0105,34.32307389,0.010445258,34.68346616,-0.1905931,110,,,51.2081069,34.68346616
22,2.2,0.011001,37.80812333,0.010940929,38.2240505,-0.22573976,110,,,51.17296024,38.2240505
23,2.3,0.011502,41.575075,0.011436355,42.05327151,-0.260240341,110,,,51.13845966,42.05327151
24,2.4,0.012,45.50877667,0.011928571,46.05488199,-0.218848258,110,,,51.17985174,46.05488199
25,2.5,0.0124955,49.52501833,0.012418076,50.1438582,-0.231511393,110,,,51.16718861,50.1438582
26,2.6,0.012999,53.64286389,0.012915238,54.34016748,-0.277512168,110,,,51.12118783,54.34016748
27,2.7,0.0135,57.87444444,0.013409687,58.65574944,-0.272817332,110,,,51.12588267,58.65574944
28,2.8,0.013998,62.11944444,0.013900933,62.98899243,-0.242279364,110,,,51.15642064,62.98899243
29,2.896,0.0144805,66.33777778,0.014376659,67.29838197,-0.271998966,110,,,51.12670103,67.29838197
30,2.994,0.0149705,70.58833333,0.014859548,71.64507598,-0.221992505,110,,,51.17670749,71.64507598
31,3.09,0.0154475,74.77611111,0.015329402,75.93121509,-0.237799888,110,,,51.16090011,75.93121509
32,3.184,0.0159185,79.00166667,0.015793129,80.2592547,-0.222337081,110,,,51.17636292,80.2592547
33,3.278,0.0163875,83.25388889,0.016254674,84.61821199,-0.254468708,110,,,51.14423129,84.61821199
34,3.372,0.016856,87.49166667,0.016715514,88.9664262,-0.231769824,110,,,51.16693018,88.9664262
35,3.466,0.0173275,91.73222222,0.017179091,93.3217123,-0.224318387,110,,,51.17438161,93.3217123
36,3.558,0.0177855,95.91833333,0.017629189,97.62428885,-0.276133867,110,,,51.12256613,97.62428885
37,3.65,0.0182465,100.1255556,0.01808203,101.9524965,-0.262480079,110,,,51.13621992,101.9524965
38,3.74,0.018699,104.3211111,0.018526323,106.2718116,-0.177456174,110,,,51.22124383,106.2718116
39,3.83,0.019149,108.4894444,0.018967965,110.5669088,-0.216780807,110,,,51.18191919,110.5669088
40,3.92,0.019602,112.7177778,0.019412355,114.9272717,-0.19266055,110,,,51.20603945,114.9272717
41,4.008,0.020041,116.8938889,0.019842823,119.2365593,-0.166085196,110,,,51.2326148,119.2365593
42,4.096,0.0204725,121.0777778,0.020265755,123.5565426,-0.189387087,110,,,51.20931291,123.5565426
43,4.184,0.0209145,125.3222222,0.020698794,127.9432738,-0.196967739,110,,,51.20173226,127.9432738
44,4.27,0.021348,129.5316667,0.021123323,132.2969087,-0.161691864,110,,,51.23700814,132.2969087
45,4.358,0.0217875,133.7866667,0.021553545,136.7015437,-0.163371667,110,,,51.23532833,136.7015437
46,4.444,0.0222185,137.9783333,0.021975265,141.0440049,-0.221001852,110,,,51.17769815,141.0440049
47,4.53,0.0226525,142.1988889,0.022399742,145.4200492,-0.152172977,110,,,51.24652702,145.4200492
48,4.616,0.023076,146.4194444,0.022813776,149.7982195,-0.164706896,110,,,51.2339931,149.7982195
49,4.702,0.023502,150.6783333,0.02323008,154.2195755,-0.093250635,110,,,51.30544936,154.2195755
50,4.786,0.0239275,154.8955556,0.023645723,158.601819,-0.14997631,110,,,51.24872369,158.601819
51,4.87,0.024348,159.1094444,0.024056313,162.9834412,-0.186931989,110,,,51.21176801,162.9834412
52,4.954,0.0247685,163.305,0.024466733,167.3498199,-0.124951544,110,,,51.27374846,167.3498199
53,5.038,0.025192,167.4861111,0.024879912,171.7054212,-0.139337554,110,,,51.25936245,171.7054212
54,5.122,0.025607,171.6722222,0.025284632,176.0682328,-0.093207563,110,,,51.30549244,176.0682328
55,5.208,0.026033,175.9188889,0.02569991,180.4985853,-0.089546453,110,,,51.30915355,180.4985853
56,5.292,0.026456,180.1555556,0.026112092,184.9217509,-0.166085196,110,,,51.2326148,184.9217509
57,5.376,0.026877,184.3938889,0.026522157,189.3498434,-0.154714218,110,,,51.24398578,189.3498434
58,5.462,0.027308,188.6288889,0.026941789,193.7799666,-0.192746694,110,,,51.20595331,193.7799666
59,5.548,0.027742,192.8383333,0.027364163,198.1880544,-0.137399319,110,,,51.26130068,198.1880544
60,5.634,0.028165,197.0394444,0.02777566,202.5890604,-0.18762114,110,,,51.21107886,202.5890604
61,5.722,0.028602,201.2755556,0.028200599,207.032439,-0.17620709,110,,,51.22249291,207.032439
62,5.808,0.0290355,205.4855556,0.028621956,211.4519314,-0.170478529,110,,,51.22822147,211.4519314
63,5.894,0.029467,209.6611111,0.029041193,215.8391951,-0.193737348,110,,,51.20496265,215.8391951
64,5.982,0.029906,213.9105556,0.029467536,220.3077646,-0.143386312,110,,,51.25531369,220.3077646
65,6.07,0.030351,218.1038889,0.029899521,224.72356,-0.178102253,110,,,51.22059775,224.72356
66,6.16,0.030801,222.3488889,0.03033617,229.197457,-0.168755653,110,,,51.22994435,229.197457
67,6.25,0.0312455,226.5911111,0.030767295,233.6710637,-0.15772925,110,,,51.24097075,233.6710637
68,6.34,0.031693,230.85,0.031201142,238.1663291,-0.155747943,110,,,51.24295206,238.1663291
69,6.428,0.032135,235.0344444,0.031629472,242.5872763,-0.149631735,110,,,51.24906826,242.5872763
70,6.518,0.032585,239.2516667,0.032065367,247.0476822,-0.201619503,110,,,51.1970805,247.0476822
71,6.608,0.03304,243.5005556,0.032505912,251.5458139,-0.137743895,110,,,51.26095611,251.5458139
72,6.698,0.03349,247.69,0.032941424,255.9851381,-0.158461472,110,,,51.24023853,255.9851381
73,6.79,0.0339455,251.9205556,0.033382067,260.4721248,-0.173838136,110,,,51.22486186,260.4721248
74,6.882,0.034409,256.1522222,0.033830249,264.966164,-0.154369643,110,,,51.24433036,264.966164
75,6.974,0.0348725,260.3805556,0.034278231,269.4606765,-0.241547142,110,,,51.15715286,269.4606765
76,7.066,0.0353275,264.5583333,0.034717802,273.9045179,-0.217254598,110,,,51.1814454,273.9045179
77,7.158,0.0357885,268.7755556,0.035162972,278.3946295,-0.175948658,110,,,51.22275134,278.3946295
78,7.252,0.036257,272.9655556,0.035615183,282.8624677,-0.214842572,110,,,51.18385743,282.8624677
79,7.348,0.036734,277.2044444,0.036075387,287.3872725,-0.176164018,110,,,51.22253598,287.3872725
80,7.442,0.037208,281.3733333,0.036532488,291.8426723,-0.193349701,110,,,51.2053503,291.8426723
81,7.538,0.03769,285.6177778,0.036997089,296.3827118,-0.194426498,110,,,51.2042735,296.3827118
82,7.634,0.038167,289.8505556,0.037456658,300.9132817,-0.266313477,110,,,51.13238652,300.9132817
83,7.728,0.0386385,294.0322222,0.037910721,305.3931862,-0.225696688,110,,,51.17300331,305.3931862
84,7.826,0.039123,298.2683333,0.038377088,309.9374853,-0.228281001,110,,,51.170419,309.9374853
85,7.922,0.0396055,302.4494444,0.038841314,314.4281059,-0.192531335,110,,,51.20616867,314.4281059
86,8.018,0.04009,306.6594444,0.039307248,318.9534216,-0.19903519,110,,,51.19966481,318.9534216
87,8.116,0.0405805,310.8511111,0.039778731,323.4656046,-0.201447215,110,,,51.19725278,323.4656046
88,8.216,0.041081,315.1033333,0.040259596,328.0480934,-0.210707671,110,,,51.18799233,328.0480934
89,8.316,0.0415795,319.3233333,0.040738311,332.6006379,-0.176723952,110,,,51.22197605,332.6006379
90,8.416,0.0420775,323.4566667,0.041216317,337.0669146,-0.262910798,110,,,51.1357892,337.0669146
91,8.516,0.042581,327.6177778,0.04169937,341.5680704,-0.239953482,110,,,51.15874652,341.5680704
92,8.616,0.0430795,331.7272222,0.042177396,346.0178651,-0.175044149,110,,,51.22365585,346.0178651
93,8.716,0.0435775,335.8,0.042654714,350.4333245,-0.197312314,110,,,51.20138769,350.4333245
94,8.816,0.044081,339.8894444,0.043137073,354.872111,-0.194297282,110,,,51.20440272,354.872111
95,8.916,0.0445795,343.8977778,0.043614412,359.2285688,-0.11185769,110,,,51.28684231,359.2285688
96,9.016,0.0450775,347.8805556,0.044091045,363.5621413,-0.141189646,110,,,51.25751035,363.5621413
97,9.116,0.045581,351.8744444,0.044572712,367.9132335,-0.140457423,110,,,51.25824258,367.9132335
98,9.216,0.0460795,355.7788889,0.045049367,372.1730022,-0.150062454,110,,,51.24863755,372.1730022
99,9.316,0.046583,359.6944444,0.045530572,376.4500908,-0.108368868,110,,,51.29033113,376.4500908
100,9.416,0.047081,363.5555556,0.046006293,380.6721147,-0.142481802,110,,,51.2562182,380.6721147
101,9.516,0.047577,367.36,0.046479878,384.8378867,-0.127277426,110,,,51.27142257,384.8378867
102,9.616,0.0480775,371.2477778,0.046957534,389.0964428,-0.112460697,110,,,51.2862393,389.0964428
103,9.716,0.0485785,374.9755556,0.047435437,393.1913056,-0.099409915,110,,,51.29929008,393.1913056
104,9.816,0.049077,378.7238889,0.04791073,397.3105212,-0.101520438,110,,,51.29717956,397.3105212
105,9.916,0.0495775,382.4466667,0.048387702,401.4074163,-0.115820304,110,,,51.2828797,401.4074163
106,10.016,0.0500705,386.0338889,0.048857305,405.3627987,-0.122927165,110,,,51.27577283,405.3627987
107,10.116,0.050574,389.7144444,0.049336681,409.4238628,-0.107636646,110,,,51.29106335,409.4238628
108,10.216,0.0510775,393.2922222,0.049815828,413.3806057,-0.06094672,110,,,51.33775328,413.3806057
109,10.316,0.051576,396.8072222,0.050289991,417.2729515,-0.037472542,110,,,51.36122746,417.2729515
110,10.416,0.052077,400.3255556,0.050766306,421.1733095,-0.073437567,110,,,51.32526243,421.1733095
111,10.516,0.0525725,403.7366667,0.051237168,424.9621126,-0.098634621,110,,,51.30006538,424.9621126
112,10.616,0.0530705,407.1294444,0.051710182,428.7360076,-0.111513115,110,,,51.28718688,428.7360076
113,10.716,0.053577,410.5627778,0.052191041,432.5594997,-0.085756127,110,,,51.31294387,432.5594997
114,10.816,0.054075,413.8666667,0.052663605,436.2465067,-0.150837748,110,,,51.24786225,436.2465067
115,10.916,0.054581,417.1738889,0.053143532,439.9436569,-0.106861352,110,,,51.29183865,439.9436569
116,11.016,0.0550765,420.34,0.053613276,443.490856,-0.134168928,110,,,51.26453107,443.490856
117,11.116,0.0555775,423.5044444,0.054088011,447.0417627,-0.084980833,110,,,51.31371917,447.0417627
118,11.216,0.056081,426.6783333,0.054564887,450.6068809,-0.053236852,110,,,51.34546315,450.6068809
119,11.316,0.0565795,429.7388889,0.055036804,454.0533004,-0.102123444,110,,,51.29657656,454.0533004
120,11.416,0.057083,432.755,0.055513228,457.4579537,-0.092432269,110,,,51.30626773,457.4579537
121,11.516,0.0575785,435.6838889,0.055981861,460.7699137,-0.073997502,110,,,51.3247025,460.7699137
122,11.616,0.058074,438.5733333,0.056450274,464.0430411,-0.101434294,110,,,51.29726571,464.0430411
123,11.716,0.0585775,441.4455556,0.056926026,467.3043326,-0.138519189,110,,,51.26018081,467.3043326
124,11.816,0.0590785,444.2927778,0.05739919,470.5409286,-0.102295732,110,,,51.29640427,470.5409286
125,11.916,0.0595765,447.0133333,0.0578693,473.6448232,-0.097213249,110,,,51.30148675,473.6448232
126,12.016,0.0600805,449.7594444,0.058344849,476.7812167,-0.076969462,110,,,51.32173054,476.7812167
127,12.116,0.060576,452.3705556,0.058812157,479.7733543,-0.12279795,110,,,51.27590205,479.7733543
128,12.216,0.061074,454.9538889,0.059281603,482.7397427,-0.127880432,110,,,51.27081957,482.7397427
129,12.316,0.0615775,457.5538889,0.059756009,485.7289135,-0.167291209,110,,,51.23140879,485.7289135
130,12.416,0.0620785,459.9894444,0.060227837,488.5448992,-0.103372529,110,,,51.29532747,488.5448992
131,12.516,0.062582,462.485,0.060701795,491.4282363,-0.089632597,110,,,51.3090674,491.4282363
132,12.616,0.0630805,464.8561111,0.061170826,494.179467,-0.06391868,110,,,51.33478132,494.179467
133,12.716,0.063576,467.1644444,0.061636815,496.8648912,-0.129344877,110,,,51.26935512,496.8648912
134,12.816,0.0640795,469.4816667,0.062110106,499.5658171,-0.107938149,110,,,51.29076185,499.5658171
135,12.916,0.0645805,471.7438889,0.062580825,502.2093451,-0.085799199,110,,,51.3129008,502.2093451
136,13.016,0.065081,473.9061111,0.063050853,504.7483947,-0.084550114,110,,,51.31414989,504.7483947
137,13.116,0.0655795,476.0366667,0.063518783,507.2549132,-0.07167162,110,,,51.32702838,507.2549132
138,13.216,0.066075,478.0472222,0.06398368,509.6341924,-0.082568807,110,,,51.31613119,509.6341924
139,13.316,0.0665785,480.0905556,0.064455861,512.0542646,-0.084076323,110,,,51.31462368,512.0542646
140,13.416,0.0670795,482.0644444,0.064925478,514.4010863,-0.113795925,110,,,51.28490407,514.4010863
141,13.516,0.0675805,483.925,0.065394873,516.6288935,-0.124736185,110,,,51.27396382,516.6288935
142,13.616,0.068081,485.7422222,0.06586358,518.8120385,-0.078003187,110,,,51.32069681,518.8120385
143,13.716,0.0685795,487.485,0.066330196,520.9164776,-0.087694362,110,,,51.31100564,520.9164776
144,13.816,0.0690805,489.2155556,0.066798933,523.0108107,-0.047120644,110,,,51.35157936,523.0108107
145,13.916,0.069581,490.9033333,0.067266983,525.0608782,-0.063186458,110,,,51.33551354,525.0608782
146,14.016,0.0700795,492.4983333,0.067732945,527.0123703,-0.078864625,110,,,51.31983537,527.0123703
147,14.116,0.0705805,494.0361111,0.068201025,528.9054269,-0.071068614,110,,,51.32763139,528.9054269
148,14.216,0.0710785,495.5377778,0.068666085,530.7598597,-0.08605763,110,,,51.31264237,530.7598597
149,14.316,0.0715765,496.9777778,0.069130929,532.5497077,-0.088512728,110,,,51.31018727,532.5497077
150,14.416,0.0720805,498.4433333,0.069601153,534.371378,-0.036869535,110,,,51.36183046,534.371378
151,14.516,0.072581,499.8111111,0.070067893,536.0879014,-0.011844769,110,,,51.38685523,536.0879014
152,14.616,0.0730765,501.0738889,0.070529757,537.6906149,0.003316535,110,,,51.40201654,537.6906149
153,14.716,0.073583,502.4538889,0.071001653,539.4259534,-0.020803721,110,,,51.37789628,539.4259534
154,14.816,0.074076,503.6916667,0.071460757,541.0031306,-0.048068226,110,,,51.35063177,541.0031306
155,14.916,0.0745765,504.9072222,0.07192663,542.5614357,-0.054701296,110,,,51.3439987,542.5614357
156,15.016,0.0750775,506.0383333,0.072392752,544.0304263,-0.056424172,110,,,51.34227583,544.0304263
157,15.116,0.075576,507.1766667,0.072856332,545.5070504,-0.035448163,110,,,51.36325184,545.5070504
158,15.216,0.076082,508.3372222,0.073326667,547.0125348,-0.020157643,110,,,51.37854236,547.0125348
159,15.316,0.0765775,509.3911111,0.073787028,548.3990089,-0.040832149,110,,,51.35786785,548.3990089
160,15.416,0.077076,510.4111111,0.074249962,549.7515579,-0.067450575,110,,,51.33124942,549.7515579
161,15.516,0.0775765,511.4722222,0.074714538,551.1504471,-0.009045096,110,,,51.3896549,551.1504471
162,15.616,0.0780775,512.4577778,0.075179362,552.4691999,-0.015764311,110,,,51.38293569,552.4691999
163,15.716,0.078576,513.4411111,0.075641653,553.7852599,0.040918293,110,,,51.43961829,553.7852599
164,15.816,0.0790765,514.395,0.076105583,555.0715562,0.001249085,110,,,51.39994908,555.0715562
165,15.916,0.0795725,515.2483333,0.076565129,556.2479313,0.006202352,110,,,51.40490235,556.2479313
166,16.016,0.0800785,516.21,0.077033724,557.5473225,-0.011241763,110,,,51.38745824,557.5473225
167,16.116,0.080582,517.1205556,0.077499785,558.7911642,0.001292157,110,,,51.39999216,558.7911642
168,16.216,0.081083,517.9738889,0.077963316,559.9727657,-0.037171038,110,,,51.36152896,559.9727657
169,16.316,0.081581,518.7944444,0.07842386,561.118214,-0.026876857,110,,,51.37182314,561.118214
170,16.416,0.082074,519.5761111,0.07887957,562.2198009,0.008312874,110,,,51.40701287,562.2198009
171,16.516,0.082575,520.4694444,0.079342463,563.4472088,-0.015247448,110,,,51.38345255,563.4472088
172,16.616,0.0830785,521.3088889,0.079807449,564.6184494,-0.020071499,110,,,51.3786285,564.6184494
173,16.716,0.0835765,522.0577778,0.080267144,565.6895396,0.024637119,110,,,51.42333712,565.6895396
174,16.816,0.084083,522.8261111,0.080734468,566.786899,-0.009992678,110,,,51.38870732,566.786899
175,16.916,0.084581,523.53,0.081193737,567.8106909,-0.007839083,110,,,51.39086092,567.8106909
176,17.016,0.0850795,524.2816667,0.081653256,568.8872887,-0.007580652,110,,,51.39111935,568.8872887
177,17.116,0.0855805,525.0533333,0.082114867,569.9876601,0.05271999,110,,,51.45141999,569.9876601
178,17.216,0.0860785,525.7238889,0.082573503,570.9774127,0.043028815,110,,,51.44172882,570.9774127
179,17.316,0.0865795,526.4288889,0.083034689,572.0068389,0.012361632,110,,,51.41106163,572.0068389
180,17.416,0.0870805,527.1666667,0.083495662,573.0726036,-0.037558685,110,,,51.36114131,573.0726036
181,17.516,0.087576,527.7994444,0.083951367,574.0220086,-0.072145411,110,,,51.32655459,574.0220086
182,17.616,0.0880795,528.4761111,0.084414216,575.0240227,-0.059783779,110,,,51.33891622,575.0240227
183,17.716,0.0885805,529.1705556,0.084874554,576.044748,0.011801697,110,,,51.4105017,576.044748
184,17.816,0.0890785,529.8488889,0.085331926,577.0470331,-0.008829737,110,,,51.38987026,577.0470331
185,17.916,0.089582,530.5288889,0.085794136,578.0547278,-0.006503855,110,,,51.39219615,578.0547278
186,18.016,0.0900775,531.1005556,0.086248795,578.9407658,0.034414438,110,,,51.43311444,578.9407658
187,18.116,0.090576,531.7427778,0.086705997,579.9059116,0.010208037,110,,,51.40890804,579.9059116
188,18.216,0.0910795,532.41,0.087167573,580.9016366,0.015333592,110,,,51.41403359,580.9016366
189,18.316,0.0915805,533.0561111,0.087626646,581.8736563,-0.008485162,110,,,51.39021484,581.8736563
190,18.416,0.092081,533.6605556,0.08808505,582.8005532,0.033036137,110,,,51.43173614,582.8005532
191,18.516,0.0925795,534.2088889,0.088541414,583.6656807,0.002024379,110,,,51.40072438,583.6656807
192,18.616,0.093075,534.7788889,0.088994825,584.553434,-0.026876857,110,,,51.37182314,584.553434
193,18.716,0.093581,535.4555556,0.089457632,585.5640219,-0.005513202,110,,,51.3931868,585.5640219
194,18.816,0.094082,536.0527778,0.089915655,586.4856952,-0.038721626,110,,,51.35997837,586.4856952
195,18.916,0.094583,536.6011111,0.090373469,587.354454,-0.023344963,110,,,51.37535504,587.354454
196,19.016,0.095081,537.1866667,0.090828333,588.2629121,-0.040272214,110,,,51.35842779,588.2629121
197,19.116,0.0955765,537.705,0.091280709,589.0969619,-0.026230779,110,,,51.37246922,589.0969619
198,19.216,0.0960805,538.3166667,0.091740635,590.0384012,-0.057371753,110,,,51.34132825,590.0384012
199,19.316,0.096581,538.8933333,0.092197158,590.9401904,-0.019468493,110,,,51.37923151,590.9401904
200,19.416,0.0970795,539.4061111,0.092651649,591.7713867,0.020846793,110,,,51.41954679,591.7713867
201,19.516,0.0975805,539.975,0.093108212,592.6660305,0.010121893,110,,,51.40882189,592.6660305
202,19.616,0.0980785,540.4983333,0.093561834,593.5095991,0.032993065,110,,,51.43169307,593.5095991
203,19.716,0.0985795,541.0527778,0.094017982,594.3894901,-0.032346987,110,,,51.36635301,594.3894901
204,19.816,0.0990805,541.5866667,0.094473921,595.2473444,0.022655813,110,,,51.42135581,595.2473444
205,19.916,0.099576,542.0633333,0.094924651,596.0398318,-0.023861825,110,,,51.37483817,596.0398318
206,20.016,0.1000765,542.6294444,0.095379723,596.9339,-0.001938235,110,,,51.39676177,596.9339
207,20.116,0.1005775,543.1722222,0.095835042,597.8031264,-0.074729724,110,,,51.32397028,597.8031264
208,20.216,0.101076,543.6638889,0.096287884,598.6152601,-0.013050782,110,,,51.38564922,598.6152601
209,20.316,0.1015795,544.2238889,0.096745059,599.5058794,-0.033639144,110,,,51.36506086,599.5058794
210,20.416,0.1020775,544.7166667,0.097197035,600.3199822,-0.064737046,110,,,51.33396295,600.3199822
211,20.516,0.1025785,545.2083333,0.097651528,601.1349864,-0.020286859,110,,,51.37841314,601.1349864
212,20.616,0.1030765,545.74,0.098103094,601.9929691,-0.026187707,110,,,51.37251229,601.9929691
213,20.716,0.1035725,546.2294444,0.098552645,602.8037936,0.002627385,110,,,51.40132739,602.8037936
214,20.816,0.104073,546.7322222,0.099006069,603.6322848,-0.032131628,110,,,51.36656837,603.6322848
215,20.916,0.1045795,547.2838889,0.09946472,604.5185643,-0.029375027,110,,,51.36932497,604.5185643
216,21.016,0.1050775,547.73,0.099915468,605.2840991,0.027350648,110,,,51.42605065,605.2840991
217,21.116,0.105581,548.2066667,0.100370989,606.0868747,-0.02808287,110,,,51.37061713,606.0868747
218,21.216,0.1060765,548.6233333,0.100819069,606.8193764,-0.014429082,110,,,51.38427092,606.8193764
219,21.316,0.1065775,549.1011111,0.101271919,607.6229348,0.004393332,110,,,51.40309333,607.6229348
220,21.416,0.107081,549.6472222,0.101726822,608.5039964,-0.000301503,110,,,51.3983985,608.5039964
221,21.516,0.107582,550.0666667,0.102179261,609.2439388,0.005211698,110,,,51.4039117,609.2439388
222,21.616,0.108083,550.495,0.102631495,609.9941511,-0.00297196,110,,,51.39572804,609.9941511
223,21.716,0.1085785,550.8783333,0.103078564,610.6918764,-0.035275875,110,,,51.36342412,610.6918764
224,21.816,0.109074,551.2794444,0.103525433,611.4096986,-0.020588362,110,,,51.37811164,611.4096986
225,21.916,0.1095805,551.8005556,0.103982016,612.2671363,0.002885816,110,,,51.40158582,612.2671363
226,22.016,0.110081,552.2033333,0.104432986,612.9904285,-0.003230392,110,,,51.39546961,612.9904285
227,22.116,0.1105795,552.555,0.104881951,613.6562556,-0.013955291,110,,,51.38474471,613.6562556
228,22.216,0.111075,552.9777778,0.105328015,614.3997844,-0.012663135,110,,,51.38603687,614.3997844
229,22.316,0.111573,553.4333333,0.105776129,615.1815506,-0.008528234,110,,,51.39017177,615.1815506
230,22.416,0.1120765,553.8666667,0.106228988,615.9421041,-0.01895163,110,,,51.37974837,615.9421041
231,22.516,0.1125775,554.2977778,0.106679396,616.6992359,-0.026963001,110,,,51.371737,616.6992359
232,22.616,0.113076,554.6188889,0.107127354,617.3329744,0.041865874,110,,,51.44056587,617.3329744
233,22.716,0.1135795,555.0272222,0.107579602,618.0669366,-0.016798036,110,,,51.38190196,618.0669366
234,22.816,0.1140805,555.4044444,0.108029401,618.7652612,-0.015333592,110,,,51.38336641,618.7652612
235,22.916,0.114576,555.7516667,0.108474064,619.4274696,0.009518887,110,,,51.40821889,619.4274696
236,23.016,0.1150795,556.1844444,0.108925703,620.1898722,0.055778094,110,,,51.45447809,620.1898722
237,23.116,0.1155805,556.55,0.109374897,620.8763273,0.050997114,110,,,51.44969711,620.8763273
238,23.216,0.116081,556.9116667,0.109823442,621.5585298,0.020329931,110,,,51.41902993,621.5585298
239,23.316,0.116582,557.2405556,0.110272233,622.204774,0.007106861,110,,,51.40580686,622.204774
240,23.416,0.1170775,557.545,0.1107159,622.8209747,0.034156006,110,,,51.43285601,622.8209747
241,23.516,0.117581,557.8938889,0.111166528,623.4916102,0.020976009,110,,,51.41967601,623.4916102
242,23.616,0.1180845,558.2761111,0.111616953,624.1998666,0.017659474,110,,,51.41635947,624.1998666
243,23.716,0.118583,558.6027778,0.112062706,624.843571,0.072791489,110,,,51.47149149,624.843571
244,23.816,0.119084,558.9533333,0.112510494,625.5157321,0.052289271,110,,,51.45098927,625.5157321
245,23.916,0.1195765,559.1727778,0.112950489,626.0367014,0.072403842,110,,,51.47110384,626.0367014
